stimulus,corrAns,file,condition,block,stdRT_trials.thisRepN,stdRT_trials.thisTrialN,stdRT_trials.thisN,stdRT_trials.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,breakloop.thisRepN,breakloop.thisTrialN,breakloop.thisN,breakloop.thisIndex,std_instructions.started,std_instructions.stopped,continue1.keys,continue1.rt,continue1.started,continue1.stopped,key_resp_stdRT.keys,key_resp_stdRT.rt,key_resp_stdRT.started,key_resp_stdRT.stopped,text.started,text.stopped,task_instructions.started,task_instructions.stopped,continue2.keys,continue2.rt,continue2.started,continue2.stopped,practice_block.started,practice_block.stopped,trial_instructions_practice.started,trial_instructions_practice.stopped,key_resp_practice.keys,key_resp_practice.corr,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,image_practice.started,image_practice.stopped,experiment_block.started,experiment_block.stopped,continue4.keys,continue4.rt,continue4.started,continue4.stopped,trial_instructions.started,trial_instructions.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Press the 'no' key.,n,,,,5,1,11,1,,,,,,,,,,,,,,,,,,,n,0.39660970000113593,14.063129800000752,None,14.063129800000752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'no' key.,n,,,,6,0,12,1,,,,,,,,,,,,,,,,,,,n,0.281413299999258,14.496305000000575,None,14.496305000000575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'yes' key.,c,,,,6,1,13,0,,,,,,,,,,,,,,,,,,,c,0.4102171000049566,14.813074300000153,None,14.813074300000153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'no' key.,n,,,,7,0,14,1,,,,,,,,,,,,,,,,,,,n,0.3474417999968864,15.26100420000148,None,15.26100420000148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'yes' key.,c,,,,7,1,15,0,,,,,,,,,,,,,,,,,,,c,0.3431678999986616,15.677468800000497,None,15.677468800000497,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'no' key.,n,,,,8,0,16,1,,,,,,,,,,,,,,,,,,,n,0.8124964000016917,16.078420900004858,None,16.078420900004858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'yes' key.,c,,,,8,1,17,0,,,,,,,,,,,,,,,,,,,c,0.3896759000053862,16.946962699999858,None,16.946962699999858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'no' key.,n,,,,9,0,18,1,,,,,,,,,,,,,,,,,,,n,0.3409096999967005,17.379247700002452,None,17.379247700002452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
Press the 'yes' key.,c,,,,9,1,19,0,,,,,,,,,,,,,,,,,,,c,0.3321031000014045,17.77747839999938,None,17.77747839999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.145436200000404,None,space,3.3689661999960663,20.113250100002915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
looking at xray.jpg,c,practice_images/looking at xray.jpg,plausible,practice,,,,,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,23.546391900003073,None,26.595313099998748,None,c,1,3.470946499997808,26.595313099998748,None,26.595313099998748,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
giant coffee.jpg,n,practice_images/giant coffee.jpg,implausible,practice,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12885559999995,None,n,1,1.121919600002002,30.12885559999995,None,30.12885559999995,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
throwing noodles.jpg,n,practice_images/throwing noodles.jpg,implausible,practice,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3104289000039,None,c,0,0.6366196999952081,31.3104289000039,None,31.3104289000039,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
balancing on umbrella.jpg,n,practice_images/balancing on umbrella.jpg,implausible,practice,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.993663500004914,None,c,0,0.48458969999774126,31.993663500004914,None,31.993663500004914,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
buisness man working.jpg,c,practice_images/buisness man working.jpg,plausible,practice,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.543872300004296,None,c,1,1.2702982000046177,32.543872300004296,None,32.543872300004296,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
mowing the lawn.jpg,c,practice_images/mowing the lawn.jpg,plausible,practice,,,,,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.86161279999942,None,c,1,1.0472501999975066,33.86161279999942,None,33.86161279999942,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
sawing apple.jpg,n,practice_images/sawing apple.jpg,implausible,practice,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.94752580000204,None,n,1,1.122866999998223,34.94752580000204,None,34.94752580000204,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
bikini woman gun.jpg,n,practice_images/bikini woman gun.jpg,implausible,practice,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.14510140000493,None,n,1,0.7322121999968658,36.14510140000493,None,36.14510140000493,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
dog playing.jpg,c,practice_images/dog playing.jpg,plausible,practice,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.92988360000163,None,c,1,0.8168107000019518,36.92988360000163,None,36.92988360000163,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
boss bably.jpg,n,practice_images/boss baby.jpg,implausible,practice,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.794665060000256,None,None,0,,37.794665060000256,None,37.794665060000256,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
dog pilot.jpg,n,practice_images/dog pilot.jpg,implausible,practice,,,,,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81125708999971,None,None,0,,37.81125708999971,None,37.81125708999971,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man with paper in mouth.jpg,n,practice_images/man with paper in mouth.jpg,implausible,practice,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.82784911999915,None,None,0,,37.82784911999915,None,37.82784911999915,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man running.jpg,c,practice_images/man running.jpg,plausible,practice,,,,,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.82784911999915,None,None,0,,37.82784911999915,None,37.82784911999915,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
woman vacuuming grass.jpg,n,practice_images/woman vacuuming grass.jpg,implausible,practice,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8444411499986,None,None,0,,37.8444411499986,None,37.8444411499986,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
boxer training.jpg,c,practice_images/boxer training.jpg,plausible,practice,,,,,0,14,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8444411499986,None,None,0,,37.8444411499986,None,37.8444411499986,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
parking lot.jpg,c,practice_images/parking lot.jpg,plausible,practice,,,,,0,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.861033179998046,None,None,0,,37.861033179998046,None,37.861033179998046,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
underwater skateboard.jpg,n,practice_images/underwater skateboard.jpg,implausible,practice,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.861033179998046,None,None,0,,37.861033179998046,None,37.861033179998046,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
kids playing.jpg,c,practice_images/kids playing.jpg,plausible,practice,,,,,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.87762520999749,None,None,0,,37.87762520999749,None,37.87762520999749,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
girl and woman_patio.jpg,c,practice_images/girl and woman_patio.jpg,plausible,practice,,,,,0,18,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.87762520999749,None,None,0,,37.87762520999749,None,37.87762520999749,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
family cooking.jpg,c,practice_images/family cooking.jpg,plausible,practice,,,,,0,19,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.87762520999749,None,None,0,,37.87762520999749,None,37.87762520999749,None,,,,,,,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.893925900003524,None,space,1.3953656000012415,39.878223899999284,None,,,,,,,,,,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man_home office.jpg,c,images/man_home office.jpg,Plausible,1,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.358820500005095,None,c,1,1.607936200001859,41.358820500005095,None,41.358820500005095,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man_golfing.jpg,c,images/man_golfing.jpg,Plausible,1,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0274700000009,None,c,1,0.9226946999988286,43.0274700000009,None,43.0274700000009,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man catching grenade.jpg,n,images/man catching grenade.jpg,Implausible,2,,,,,,,,,0,2,2,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.059168100000534,None,n,1,0.32235840000066673,44.059168100000534,None,44.059168100000534,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
woman_bikini grocery store.jpg,n,images/woman_bikini grocery store.jpg,Implausible,1,,,,,,,,,0,3,3,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.41381620000175,None,c,0,0.1255163999958313,44.41381620000175,None,44.41381620000175,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
business man pole vaulting.jpg,n,images/business man pole vaulting.jpg,Implausible,2,,,,,,,,,0,4,4,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.59824810000282,None,n,1,0.3238305999984732,44.59824810000282,None,44.59824810000282,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
band in the street.jpg,c,images/band in the street.jpg,Plausible,1,,,,,,,,,0,5,5,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9662399000008,None,c,1,0.12125859999650856,44.9662399000008,None,44.9662399000008,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man praying to soccer ball in tv.jpg,n,images/man praying to soccer ball in tv.jpg,Implausible,2,,,,,,,,,0,6,6,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12757280000369,None,n,1,0.08741800000279909,45.12757280000369,None,45.12757280000369,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
cabbage headphones.jpg,n,images/cabbage headphones.jpg,Implausible,2,,,,,,,,,0,7,7,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.296228600003815,None,c,0,0.06807099999423372,45.296228600003815,None,45.296228600003815,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
business man with inline skates.jpg,n,images/business man with inline skates.jpg,Implausible,2,,,,,,,,,0,8,8,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46376009999949,None,c,0,0.15244410000013886,45.46376009999949,None,45.46376009999949,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
men standing on doors.jpg,n,images/men standing on doors.jpg,Implausible,1,,,,,,,,,0,9,9,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.71064910000132,None,n,1,0.16810950000217417,45.71064910000132,None,45.71064910000132,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
man_golfing mtn.jpg,c,images/man_golfing mtn.jpg,Plausible,1,,,,,,,,,0,10,10,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.926595500000985,None,n,0,0.24378879999858327,45.926595500000985,None,45.926595500000985,None,,001,2021_Jun_16_1038,EventTask,2021.1.4,None,
